,name,product_id,product_idx
439,Tine Go' Morgen Jordbær med 4-kornmüsli 195.00 g,817,128
440,REMA 1000 Bøkerøkt Herregårdsskinke  100.00 g,4477,325
441, Økologisk Avokado Spania 2.00 stk,23923,1374
442,Wasa Knekkebrød Din Stund Chia & Havsalt  260.00 g,27961,1921
443,Delikat Potetsalat  500.00 g,589,84
444,REMA 1000 Eggnudler  250.00 g,8550,587
445,Grilstad Gullsalami  150.00 g,21916,1258
446,Kikkoman Kikkoman Soyasaus  150.00 ml,548,72
447,REMA 1000 Tunfisk i Vann  170.00 g,22252,1265
448,REMA 1000 Hakkede Tomater Basilikum  390.00 g,8476,575
449,Fiskeriet Bestemors Fiskekaker 51% 385.00 g,4888,364
450,REMA 1000 Revet Ostemix Taste Lab 200.00 g,24015,1387
451, Pastinakk Tyskland 200.00 g,9305,668
452,Babybel Babybel Mini  120.00 g,1615,194
453,Toro Hel Sort Pepper  21.00 g,6382,460
454,Old El Paso Taco Spice Mix  25.00 g,8954,645
455, Nektariner Spania/Italia 1.00 kg,27667,1855
456,Tine Nøkkelost 27% Skivet 150.00 g,177,35
457,REMA 1000 Spaghetti  1.00 kg,8640,601
458,Wasa Knekkebrød Frukost Fullkorn  320.00 g,7066,485
459,Mills Lettmajones  330.00 g,4978,371
460,Findus Wok Classic Big Pack  850.00 g,17713,1046
461,Prima Pizzatopping og Gulost  500.00 g,30076,2303
462,Maggi Klar Grønnsakbuljong  5.00 l,5533,386
463,REMA 1000 Dip Mild Guacamole Taste Lab 150.00 g,24023,1391
464,Prima Strimlet Svinekjøtt  500.00 g,3913,293
465, Grapefrukt Sør Afrika 1.00 stk,9437,694
466,Sopps Fusilli Fullkorn  500.00 g,5998,399
467,Tine Go' Morgen Mango- og banan med fruktmüsli 195.00 g,821,130
468,Tine Rislunsj Med Bringebær & Rips Piano 150.00 g,8125,531
469, Økologisk Hvitløk 2/3 stk Spania 2.00 stk,26408,1657
470,Tine Yoghurt Laktosefri 500.00 g,1321,185
471,REMA 1000 Store Hvite Bønner Økologisk 290.00 g,30233,2315
472,Idun Pizzasaus  290.00 g,6592,470
473,Lindahls Yoghurt Gresk Naturell  1.00 kg,2698,251
474,REMA 1000 Rosiner  250.00 g,8292,554
475,Q-meieriene Q Frokostyoghurt Melon & Pasjonsfrukt Pose 800.00 g,23335,1325
476, Fruktkurv Miks av frukt 4.00 kg,26952,1723
477,Dr. Oetker Ristorante Mozzarella 2pk 670.00 g,4285,307
478," Økologiske Pærer, D'Anjou 3-4 stk Argentina/Spania 500.00 g",23920,1371
479, Fløtepoteter Norge 400.00 g,26472,1667
480,Findus Fish & Crisp Gourmet  480.00 g,4342,311
481, Kinakål Portugal 1.00 stk,9362,678
482,Tine Sprett Pluss Prim Helt naturlig 300.00 g,996,147
483,Synnøve Gresk Yoghurt Naturell  750.00 g,17494,1044
484,Tine Østavind  430.00 g,26086,1606
485,Tine Ekte Smør  250.00 g,125,23
486,Mills Remulade Tube 160.00 g,565,79
487," Epler gule, 4 pk Golden Delicious, Italia 750.00 g",27166,1763
488," Wokmiks Premium Vasket, Norge/Spania 250.00 g",27707,1867
489,Gilde Krydderskinke Skivet  110.00 g,15306,950
490,REMA 1000 Fiskepinner 30 stk 900.00 g,4132,295
491,REMA 1000 Smårettskinke Topping  80.00 g,24968,1482
492,Taga Serrano Gran Reserva  80.00 g,23244,1311
493,REMA 1000 XXL Kjøttboller  900.00 g,24038,1393
494, Persillerot Portugal 200.00 g,9377,682
495,REMA 1000 Peanøtter  275.00 g,8732,616
496,Tulip Bacon Skivet  125.00 g,21787,1249
497,Santa Maria Mini Taco Tubs  86.00 g,31297,2550
498," Små Grønne Druer Vår Laveste Pris, Hellas 500.00 g",30858,2410
499,Odelia Rapsolje Steking 450.00 ml,2359,239
500, Melon Cantaloupe Spania/Brasil 1.00 stk,9347,675
501,Tine Matfløte  Laktosefri 0.30 l,12106,803
502,Strøm-Larsen Svin Indrefilet  600.00 g,32448,2801
503,REMA 1000 Hasselnøttkjerner  250.00 g,8314,560
504," Jordbær Kurv, Holland/Belgia 500.00 g",9308,669
505, Michelangelo Parmesan  200.00 g,21577,1234
506,REMA 1000 Kaviar  185.00 g,17065,1025
507,Tine Yoghurt Vanilje  500.00 g,82,15
508,Philadelphia Philadelphia Original Light  200.00 g,4453,322
509,Tine Norvegia Lettere i Skiver  150.00 g,16071,968
510,REMA 1000 Gulost  1.10 kg,4963,368
511,Toro Kanel Malt  67.00 g,6376,458
512,Toro Oregano  10.00 g,6274,443
513,Kolonihagen Solsikkekjerner Økologisk 300.00 g,26763,1704
514,Strøm-Larsen Over Oslo Pølser med Ramsløk Norgesmester 2020 3.00 stk,15232,940
515,Prima Miniflutes Fullkorn 12x50g 600.00 g,25882,1576
516,Soft Flora Lett Soft Flora  570.00 g,3583,276
517,Tine Norvegia Vellagret m/skorpe 9 mnd 540.00 g,2023,199
518,Toro Lasagne  200.00 g,700,95
519,Toro Fløtesaus  50.00 g,753,118
520,Santa Maria Red Curry Paste  110.00 g,30238,2318
521,Tine Yoghurt Kokos 4x150g 600.00 g,25629,1557
522, Grønnkål Spania 200.00 g,10790,765
523,REMA 1000 Pastasaus  500.00 g,17095,1029
524,Melange Melange Flytende med Smør  520.00 ml,19663,1161
525,Lofoten Burger av Torsk & Sei 86% 500.00 g,30911,2426
526,Old El Paso Taco Salsa Medium 226.00 g,17458,1042
527,REMA 1000 Oliven Sort Uten Sten  340.00 g,8746,618
528,Tine Yoghurt Mango & Pasjon  850.00 g,28353,2032
529,Mills Majones  215.00 g,25356,1525
530, San Marzano Klasetomater Nederland 250.00 g,32169,2747
531,Findus Sprøbakte Fiskefileter  500.00 g,25352,1524
532,Prior Solegg Fra frittgående høner Str M/L/XL 12.00 stk,28869,2094
533," Ruccola mix Vasket, Italia/Spania 175.00 g",10793,766
534, Honningmelon Spania/Brasil 1.00 stk,9335,674
535,"Gilde Naturlig godt Kjøttdeig, økologisk Uten salt og vann 400.00 g",26675,1689
536,Brisk Lavkarbo-Knekkebrød Glutenfri 150.00 g,15474,955
537,Caseificio Villa Fersk Mozzarella  125.00 g,33506,2982
538,REMA 1000 Prima Rundstykker 10 x 60g 600.00 g,25880,1575
539,Idun Eddik 7% Klar 0.60 l,600,86
540,Nora Tyttebærsyltetøy Hjemmelaget  400.00 g,1000,150
541,REMA 1000 Makaroni  1.00 kg,8684,609
542,Oatly Vegetabilsk Havrefløte iMat  250.00 ml,10016,734
543,Big One Big One Classic Pizza  570.00 g,213,42
544," Paprika Mix 3 pk Gul, Grønn & Rød Spania/Nederland 400.00 g",19699,1171
545,REMA 1000 Svisker Prima 227.00 g,25296,1521
546,Gilde Stjernebacon Tørrsaltet  105.00 g,24236,1413
547," Fersk Timian i Pose, Etiopia 1.00 stk",17752,1056
548,Synnøve Skrella Mozzarella Ostestrenger 100.00 g,28769,2083
549, Ananas Gold Costa Rica 1.00 stk,9314,670
550,Mr. Lee Nudler med kjøttsmak  85.00 g,1096,158
551,Berit Nordstrand Havre & Mandelmylk  1.00 l,27846,1901
552,Danonino Yoghurt Mix No1 6x50g 300.00 g,2377,241
553, Laksefilet uten Skinn  250.00 g,24685,1452
554,Findus Fiskepinner  450.00 g,28088,1949
555,"REMA 1000 Fiskekaker 70%, Laktosefri 550.00 g",24587,1445
556,Prima Fiskekaker  500.00 g,18016,1067
557,Gilde Spekeskinke fra Tynset  250.00 g,25995,1590
558,Fjordland Byggrynslunsj med Bringebær  150.00 g,13177,852
559,REMA 1000 Penne  500.00 g,8460,570
560,Taga Chorizo Sarta  225.00 g,4426,318
561," Grønnkålmiks Vasket, Norge/Spania 250.00 g",27709,1869
562,Tine Kulturmjølk  1.00 l,2515,246
563,Kolonihagen Chiafrø Økologisk 350.00 g,26762,1703
564,Peppes Pizza Peppes Originale Rømmedressing  130.00 g,4525,328
565," Tomat, Økologisk, 2/3 pk Nederland 225.00 g",19444,1140
566,Mr. Lee Nudler med Kyllingsmak  85.00 g,10748,762
567,Gilde Ostegrill 6 stk 480.00 g,3559,272
568,Tine Fløtemysost  500.00 g,12232,819
569,Gilde Familieskinke Skivet  150.00 g,24187,1411
570,Hatting Grove Fullkornsstykker  520.00 g,26368,1654
571,Tine Yoghurt Kirsebær  500.00 g,12133,805
572,REMA 1000 Tagliatelle  500.00 g,8696,612
573,Vossafår Fårepølse  91.00 g,2584,249
574,Ytterøy Kylling Grillede Kyllingvinger  900.00 g,27987,1926
575,Prima Sjampinjong Skivet  184.00 g,28216,1988
576,Gilde Pepperoni Skivet  130.00 g,15819,963
577,Grilstad Pepperoni  100.00 g,16999,1023
578, Økologisk Squash Holland/Spania 1.00 stk,23926,1377
579,REMA 1000 Pepperoni Topping Taste Lab 80.00 g,24971,1483
580,Kavli Magerost Jalapeno  175.00 g,26121,1613
581,Prima Gulost Skivet 2 x 200g 400.00 g,26289,1642
582, Fersk Paideig  250.00 g,27510,1819
583,REMA 1000 Minibaguetter Fine 16x75g 1.20 kg,13372,864
584,Maldon Maldonsalt  250.00 g,582,81
585,Mesterbakeren Knekkebrød Urter & havsalt  12.00 stk,13546,873
586,Tine Go' Morgen Melon- og pasjonsfrukt med 4-kornmüsli 195.00 g,442,63
587, Pizzabunn Surdeig Rund Halvstekt 30 cm 3.00 stk,28143,1967
588, Økologisk Søtpotet Spania/Peru 500.00 g,23925,1376
589,"Yoplait Yoplait 00% Kirsebær, 4x125g 500.00 g",12364,836
590,Gilde Roastbiff  100.00 g,3556,271
591,REMA 1000 Storfe Biffstrimler  300.00 g,25991,1587
592,Q-meieriene Skyr Bringebær & Pannacotta  160.00 g,23915,1370
593,Tine Ridderost Skivet  170.00 g,1243,179
594,Tine Tine Lettmelk Med Vanilje Uten Tilsatt Sukker 1.00 l,31329,2562
595,Q-meieriene Q-sjokolademelk  1.00 l,3688,283
596,Heinz Tomatketchup  450.00 g,27412,1797
597,Stanges Gårdsprodukter Kyllingbryst  180.00 g,8795,631
598,Domstein Fersk Torskefilet Uten Skinn Villfisk 400.00 g,30050,2293
599,Nora Surkål  450.00 g,987,143
600,Pågen KjerneGodt  700.00 g,3313,262
601,REMA 1000 Brie En Verden av Oster 180.00 g,26461,1660
602,Tine Yoghurt Skogsbær  500.00 g,12139,807
603,REMA 1000 Taco Trays 8 stk 145.00 g,28243,1993
604,Petti Tomatpure Tube 200.00 g,29757,2271
605,Norsk Sjømat Økologisk Laksefilet Uten Skinn 500.00 g,17170,1031
606,REMA 1000 Jalapeños  120.00 g,17077,1027
607,Pers Kjøkken Kokt skinke Håndlagt 100.00 g,31060,2464
608, Fersk Pizzabunn Med Fullkorn 550.00 g,27509,1818
609,Gilde Hamburgerrygg  150.00 g,28288,2010
610,Prior Kalkunbacon Skivet  140.00 g,24072,1404
611,Nordfjord Dansk Salami  150.00 g,4723,345
612,Finsbråten Bacon i Skiver 130.00 g,31699,2672
613," Epler, røde, 4 pk Royal Gala New Zealand 750.00 g",27164,1761
614,Nordfjord Strimlet Svinekjøtt  400.00 g,23219,1303
615, Ekte Feta Olympus 150.00 g,27573,1827
616,REMA 1000 Spagetti Fersk  300.00 g,26290,1643
617,Peppes Pizza Peppes Originale Kjøttboller  120.00 g,4450,321
618,Nordfjord Bacon Uten Svor  400.00 g,4660,341
619,Den Stolte Hane Kyllingfilet Stekt Og Skivet Naturell  200.00 g,27881,1910
620,Tine Kremost Urter 125.00 g,2299,235
621, Edamame  400.00 g,20980,1214
622,REMA 1000 Halloumi  200.00 g,26510,1671
623,REMA 1000 Tørkede Aprikoser  250.00 g,16377,988
624,Den Stolte Hane Gårdsegg Fra Frittgående Høner Str M 24.00 stk,31673,2656
625,Den Stolte Hane Solgule Egg Fra Frittgående Høner Str M/L/XL 10.00 stk,32577,2840
626, Mozzarella di Bufala Fersk  125.00 g,18679,1110
627,Domstein Torskefilet uten Skinn Fersk villfisk 200.00 g,24885,1465
628,Døgnvill Døgnvill Aioli  100.00 g,32105,2730
629,Grilstad Jubelsalami  100.00 g,21928,1260
630, Vannmelon Spania 4.20 kg,21523,1229
631,Old El Paso Salsa Thick'n Chunky Medium 340.00 g,7261,498
632,Old El Paso Tortilla Chips Chili  185.00 g,11455,780
633,Grandiosa Grandiosa Spesial Pepperoni Pizza  530.00 g,25284,1518
634,Tine Kremost Naturell 125.00 g,431,55
635,REMA 1000 Basmatiris Løs  500.00 g,24920,1474
636,Kikkoman Soyasaus Mindre Salt  150.00 ml,10649,741
637,Tine Usaltet Smør  250.00 g,127,24
638,Vita Hjertego' Vita Flytende Hjertego'  520.00 ml,5143,381
639,Ek Gårdskjøkken Store Egg Fra Frittgående Høner Str L 6.00 stk,29008,2110
640,REMA 1000 Ciabatta 4pk  250.00 g,8558,588
641,Tine Biola Granateple & Bringebær Zero  1.00 l,21601,1236
642, Brokkoliris Spania 200.00 g,31171,2499
643,Sætre Kornmo Original 225.00 g,56,4
644," Fersk Mynte i Pose, Etiopia 20.00 g",17743,1053
645,REMA 1000 Kokosmelk Lett  400.00 ml,13321,859
646,Salma Salma Brg 2 Stk Lakseburger 260.00 g,28298,2015
647,La Vache qui rit Toastost Skivet  200.00 g,4474,324
648, Små Klementiner i Nett Vår laveste Pris Spania 2.00 kg,27020,1743
649,REMA 1000 Nøtte- & Fruktmix  600.00 g,8606,595
650,Mills Polarkaviar  180.00 g,18808,1114
651,REMA 1000 Tortellini Skinke & Ost  250.00 g,12823,840
652,Kolonihagen Linfrø Økologisk 350.00 g,26761,1702
653,Gilde Karbonadekaker Ca 9 stk 810.00 g,8272,550
654,REMA 1000 Nudler med Kyllingsmak 5stk x 85g 425.00 g,15199,933
655,Tine Crème Fraîche Laktosefri 300.00 g,26854,1709
656,Sevan Hummus Orginal 275.00 g,27839,1896
657," Rødbeter Ferske, Norge 500.00 g",23278,1320
658,Hatting Gourmetstykker 7stk 437.50 g,202,39
659, Rødkål Tyskland 1.40 kg,23649,1348
660,Hatting Fine Familierundstykker 6 stk 480.00 g,28508,2049
661, Økologisk Stangselleri Spania 400.00 g,26406,1655
662,Arla Skivet Gräddost  125.00 g,4507,327
663,Old El Paso Taco Sauce Mild 230.00 g,7264,499
664,Bremykt Bremykt  390.00 g,452,68
665,Hälsans Kök Falafel  300.00 g,25250,1509
666,Pågen Jättefranska  1100.00 g,3319,264
667,Stranda Strandamør Snacks  120.00 g,4618,336
668,Tine Lettrømme Økologisk 300.00 g,2254,224
669,Rørosmeieriet Røros Smør Økologisk 250.00 g,24240,1415
670,Finsbråten Wienerpølse  560.00 g,22984,1295
671,Prior Kalkunfilet Røkt Skivet  110.00 g,3664,280
672,Kolonihagen Bøkerrøkt Skinke Økologisk  100.00 g,27842,1899
673,Nora Potetstappe Hjemmelaget 450.00 g,210,40
674, Fersk Stor Sjampinjong Polen/Holland 400.00 g,33153,2942
675," Orange mini Paprika, ekstra søte Holland 150.00 g",29595,2215
676, Juno/Nansen Norge 1.00 kg,23533,1338
677,Go Green Grønne Linser  380.00 g,28500,2047
678,Tine Biola Mango Zero  1.00 l,21595,1235
679,Ytterøy Kylling Grillede Kyllinglår  750.00 g,27986,1925
680," Thai Basilikum Gourmet Frisk i Pose, Etiopia 20.00 g",22444,1271
681,Tine Yoghurt Melon & Pasjon  500.00 g,8158,539
682,Strøm-Larsen Hellstrøms Angus Pølser  4.00 stk,26085,1605
683,Tine Taffel Tomatost Skiver  130.00 g,12262,826
684,Mesterbakeren Knekkebrød Original  12.00 stk,13549,874
685,Toro Brun saus uten løk  44.00 g,759,122
686,Nordfjord Svin Indrefilet Vår Laveste Pris 600.00 g,3898,292
687,Old El Paso Spice Mix Fajita Smoky BBQ 30.00 g,7384,506
688,Barilla Pastasaus Classico  400.00 g,7069,486
689,REMA 1000 Parmigiano Reggiano  150.00 g,16203,974
690,Tine Yoghurt Granateple & Bringebær  850.00 g,12052,798
691, Fersk Rosenkål Norge 400.00 g,9443,696
692,Pågen Rosta  450.00 g,25633,1559
693, Blomkålris Spania 200.00 g,31170,2498
694,Salma Salma Bellyloin Fastvekt 360.00 g,31651,2650
695,Pågen Rasker  1100.00 g,3316,263
696,Old El Paso Tortilla Glutenfri 6 stk ca 17 cm 216.00 g,28174,1981
697,Fiskeriet Ørretfilet med Skinn Naturell 400.00 g,18409,1087
698,Fiskeriet Burger m/Steinbit & Gressløk 80% 4.00 stk,29714,2247
699,Strøm-Larsen Okse Høyrygg i Terninger  500.00 g,15253,945
700,Santa Maria Dip Nacho Cheese Style  250.00 g,31296,2549
701,Helios Tofu Naturell Økologisk 270.00 g,17254,1035
702,Fjordland Kjøttkaker med Ertestuing  605.00 g,26870,1715
703,REMA 1000 Olivenolje Extra Virgin Økologisk 0.50 l,28234,1991
704,"Yoplait Yoplait 00% Blåbær, 4x124g 500.00 g",2263,227
705,REMA 1000 Jasminris  2.00 kg,8849,639
706,Santa Maria Mango Chutney Orginal 350.00 g,79,13
707,Ytterøy Kylling Salatkjøtt Av Grillet Kyllinglår uten Skinn 200.00 g,27985,1924
708,Mills Kaviarmix Tube 175.00 g,998,149
709,Petti Finhakkede Tomater 3 x 400g 1200.00 g,22219,1263
710,Tine Sjokomelk  2.50 dl,816,127
711,Tine Jarlsberg Lettere 16% Skiver 150.00 g,2329,237
712,REMA 1000 Kokosmelk  250.00 ml,13768,888
713, Små Mandelpoteter Mandeline 700.00 g,32277,2758
714,Maille Dijon Sennep  380.00 g,545,71
715,Fiskeriet Burger av Hyse & Torsk 80% 4.00 stk,25367,1527
716,Nordfjord Kokt Skinke  100.00 g,4750,351
717,Tine Go'morgen Bringebær Uten 190.00 g,12199,815
718,Old El Paso Taco Sauce Hot 230.00 g,7258,497
719,REMA 1000 Nudler med Biffsmak 5stk x 85g 425.00 g,15202,934
720," Salatmix Isberg og Radiccio Vasket, Norge/ Italia 250.00 g",27702,1862
721,Santa Maria Rice Noodles  180.00 g,23376,1332
722,Idun Grov Sennep  275.00 g,1167,167
723, Spinat Uvasket Norge/Italia 250.00 g,26340,1648
724,"Oda Lasagne Fiks ferdig, 2 Porsjoner 800.00 g",32295,2763
725, Vannmelon Kvart Spania 1.00 kg,27712,1871
726,Toro Kremet blomkålsuppe  65.00 g,761,123
727,Mr. Lee Kopp-Nudler Med kyllingsmak  65.00 g,695,93
728,Synnøve Revet Pizzaost  300.00 g,25372,1528
729,REMA 1000 Aioli  250.00 g,24562,1442
730,Wasa Knekkebrød Runda Sesam & Havsalt  290.00 g,27481,1805
731, Alfalfaspirer Norge 100.00 g,19720,1177
732,Tine TINE Jordbær Yoghurt Laktosefri 4x125gr 500.00 g,28342,2029
733,Tine Nøkkelost Lettere Skivet 150.00 g,12259,825
734,Hatting Bagels 6 stk 510.00 g,3241,255
735,Norsk Sjømat Ørretfilet med Skinn Naturell 4.00 stk,32471,2811
736,Prima Miniflutes Fine 15 stk 750.00 g,26287,1641
737,Maggi Klar Kyllingbuljong Terninger 5.00 l,747,114
738,Yoplait Yoplait 00% Jordbær & Bringebær 4x125g 500.00 g,2260,226
739,Gilde Spekeskinke Fra Tynset  80.00 g,28254,1995
740,Kolonihagen Salami Med Fennikel  60.00 g,26273,1637
741,Tine Fløtemysost  1.00 kg,12241,821
742, Grana Padano  200.00 g,27576,1830
743,REMA 1000 Minibaguetter Grove 8x75g 600.00 g,13381,867
744,Bella Italia Gigli Toscani Artisan Pasta  500.00 g,28232,1990
745,REMA 1000 Vår Beste Skinke  100.00 g,4558,334
746,Toro Pizzafyll m/Tomat og Løk  55.00 g,730,103
747,"Tine Biola Rødbet, Eple & Lime  1.00 l",24682,1451
748,"REMA 1000 Tortillas Mini Taste Lab, 8 stk ca 15 cm 240.00 g",23653,1350
749,REMA 1000 Baguetter Fine  300.00 g,16317,983
750,Prior Kalkun Krydderskinke Skivet  110.00 g,3670,282
751,Stanges Gårdsprodukter Kyllinglår  600.00 g,8798,632
752,Alpro Soyadrikk Original Med Kalsium 1.00 l,29754,2268
753,Castello Castello Guldbrie  200.00 g,26676,1690
754,Melange Melange Margarin  1.00 kg,3142,252
755,Alpro Soyadrikk Usøtet  1.00 l,29755,2269
756,Stranda Strandaskinke  70.00 g,4543,332
757,Vita Hjertego' Optimal Olje  495.00 ml,5860,395
758,Helios Grønn Pesto  130.00 g,9989,732
759,Strøm-Larsen Ostepølser med Chili Norgesmester 2020 3.00 stk,15223,937
760,REMA 1000 Sweet Chili Saus  700.00 ml,8722,615
761,Fiskcentralen Lettsaltet Torskefilet Med Skinn Ca 350-400g 400.00 g,16497,995
762,Tine Go' Morgen Vanilje Uten Tilsatt Sukker 190.00 g,24672,1448
763,Fjordland Svenske Kjøttboller  566.00 g,984,141
764, Økologisk Blomkål Spania/Nederland 1.00 stk,19453,1143
765,"Kolonihagen Landbrødstykker 100% surdeig, 5 stk 450.00 g",31111,2485
766,REMA 1000 Bønner I Tomatsaus  420.00 g,8602,594
767,Tine Kaffefløte 10%  0.30 l,12097,802
768, Ferske dadler Tyrkia 200.00 g,16711,1007
769,Nordfjord Bacon i Terninger  250.00 g,25433,1534
770,Soft Flora Soft Flora Spesial 380.00 g,93,18
771,Døgnvill Døgnvill Chipotle Mayo  100.00 g,32103,2728
772,Tine Prim Original 8% fett 300.00 g,12226,817
773,REMA 1000 Minimais  410.00 g,8638,600
774,Tine Kesam Original 300.00 g,12022,793
775,Fjordland Byggrynslunsj med Blåbær  150.00 g,13657,880
776,Q-meieriene Skyr Blåbær & Vanilje  160.00 g,2461,242
777,REMA 1000 Mozzarella Revet 22%  180.00 g,28116,1958
778,Stabburet Picnic Skinke  325.00 g,25278,1517
779, Økologisk Lime 2/3 stk Mexico/Colombia/Brasil 250.00 g,27019,1742
780,Old El Paso Taco Sauce Medium 230.00 g,7252,495
781," Babyleafmiks Vasket, Italia/ Spania 175.00 g",27699,1860
782,Fjordland Havrelunsj med Eple og Kanel  150.00 g,21628,1239
783," Rotmiks Beter, Sellerirot & Pastinakk, Nederland 1.00 kg",23217,1302
784, Parmigiano Reggiano Parmesan Stick 15 mnd DOP 125.00 g,18667,1107
785,Gilde Wienerpølse Go og Mager 520.00 g,23268,1318
786,Sætre Kornmoknekkebrød Havre & Solsikke  200.00 g,21190,1216
787,Lofoten Laks Midloin  300.00 g,30910,2425
788,Hatting True Bistro Hamburgerbrød  378.00 g,25160,1502
789,REMA 1000 Pistasjnøtter  175.00 g,18232,1077
790,Tine Prim Lett 4% fett 300.00 g,2275,229
791,Tine Piano Vaniljesaus  1.00 l,68,9
792,Lofoten Laks Backloin  180.00 g,30924,2430
793,Old El Paso Tortillachips Sea Salt  185.00 g,11458,781
794,REMA 1000 Basmatiris Boil-in-bag 1.00 kg,13327,860
795,Domstein Seifilet uten Skinn Fersk villfisk 400.00 g,24886,1466
796,Gilde Skinkestek  100.00 g,3553,270
797,Tine Yoghurt Sviske  4x150g 600.00 g,12031,795
798, Økologiske Klementiner Spania 500.00 g,26721,1696
799,Hoff Opphøgde Poteter med Grillkrydder  450.00 g,18958,1122
800,Old El Paso Mini 100% Corn Tortilla 10 stk 210.00 g,25963,1585
801,Lille Skinkefabrikk Fersk Tzatziki  180.00 g,28770,2084
802,Idun Pølsesennep  490.00 g,570,80
803,"REMA 1000 Tortillas Mais Taste Lab, 8 stk ca 20 cm 320.00 g",23652,1349
804,REMA 1000 Oliven Grønn Uten Sten  340.00 g,16305,980
805," Minigulrot Pose, Norge 150.00 g",10802,768
806,Prima Bacon Med Svor Oppskåret  400.00 g,4846,359
807,"Toro Kjøttkakesaus Økonomipakke, 4 poser 180.00 g",6418,462
808,Dolmio Dolmio Pastasaus  Intens Hvitløk 500.00 g,1280,182
809,Prima Pølsebrød 12 stk 396.00 g,8342,562
810,Prior Løvtynn Kalkunfilet  110.00 g,30260,2326
811,Strøm-Larsen Kreolsk Chillipølser 3 Stk 300.00 g,15229,939
812,Kavli Rekeost Tube 175.00 g,166,34
813,REMA 1000 Jasminris  4.00 kg,24922,1475
814,REMA 1000 Chorizo Topping  80.00 g,24966,1480
815,Nordfjord Salami  150.00 g,4849,360
816,Mills Ekte Remulade  165.00 g,4414,315
817,Friggs Friggs Maiskaker Ost  125.00 g,30366,2340
818,REMA 1000 Taco Shells 12 stk 135.00 g,8490,579
819,REMA 1000 Penne Fullkorn  500.00 g,16413,993
820,Lofoten Burger av Torsk & Hyse 86% 500.00 g,30912,2427
821,Salma Salma Backloin Fastvekt 190.00 g,31650,2649
822,Brødverket Fersk Fin Baguette  350.00 g,30652,2381
823,Beyond Meat Beyond Burger  2.00 stk,29177,2143
824,REMA 1000 Riskaker  100.00 g,8588,590
825, Gresskar Butternut Brasil 550.00 g,23551,1341
826,Tine Chevre Haukeli Naturell  190.00 g,1804,198
827,Hatting Grove Pølsebrød 10 stk 440.00 g,4204,299
828,Grilstad Chorizo  100.00 g,15375,953
829,"REMA 1000 Revet Gulost, Cheddar, Emmenthaler 180.00 g",28139,1964
830,"Fjordland Yoplait Double 0% Fersken&Pasjon, 4x125g 500.00 g",28654,2060
831,Leksands Knekkebrød Normalt Stekt 200.00 g,5827,390
832,Old El Paso Soft Tortillas Stand'n Stuff 190g 193.00 g,3487,266
833,Tulip Dansk Salami Skivet  250.00 g,4777,353
834, Økologisk Ingefær Peru 100.00 g,31143,2492
835,Berit Nordstrand Yokos Vanilje  350.00 g,31300,2551
836,Leksands Knekkebrød Godt Stekt 200.00 g,5800,388
837,Wasa Knekkebrød Frukost  240.00 g,2068,204
838,"REMA 1000 Jasminris 8x125g, Boil-in-bag 1.00 kg",24926,1476
839,Q-meieriene Skyr Sitron  160.00 g,31363,2574
840,Nordfjord Ostesnitzel 4 stk 500.00 g,18271,1083
841,Mr. Lee Kopp-Nudler Med Kjøttsmak  65.00 g,6337,453
842,Pågen Lantgodabrød  650.00 g,3307,261
843,Tine Jarlsberg Lettost 16% Fett 450.00 g,28708,2069
844,Idun Hamburgerdressing  450.00 g,595,85
845,Fjordland Byggrynslunsj med Jordbær  150.00 g,21625,1238
846,"Mere Mat Suppe med Gulrøtter, Chili & Ingefær  530.00 g",15097,922
847,Toro Bali Kyllinggryte  91.00 g,1095,157
848,BurgerKompaniet Juicy Brisket Burger 2 Stk 320.00 g,27429,1799
849, Parmiggiano  150.00 g,27575,1829
850,Coroli Solsikkeolje  1.00 l,22321,1267
851,Tine Gräddost i Skiver  100.00 g,2278,230
852,Hatting Surdeigstykker 6 stk 402.00 g,30251,2323
853,Sunnmøre Fiskeboller  800.00 g,6634,471
854,Scotti Risotto Carnaroli  500.00 g,17239,1033
855,REMA 1000 Tyttebærsyltetøy  1.00 kg,8352,566
856,Toro Paprika Malt 60.00 g,6094,410
857,Tine Laktosefri Mager Cottage Cheese  400.00 g,30498,2365
858,Strøm-Larsen Hellstrøms Salsiccia Rå  3.00 stk,26084,1604
859,Leiv Vidar Wienerpølser 20 stk 1.10 kg,11497,783
860,REMA 1000 Slider Buns Fine 6 stk 220.00 g,13081,849
861,Sætre Kapteinkjeks  200.00 g,58,5
862, Rattepoteter Petit Frankrike 1.00 kg,30457,2352
863," Fersk Rosmarin i Pose, Etiopia 20.00 g",17749,1055
864,Sætre Snackers Salt  120.00 g,24989,1485
865,Knorr Kjøttbuljong Terninger 6.00 l,13987,895
866, Feldsalat Norge 1.00 stk,26251,1632
867,Sørlandskjøtt Servelat  200.00 g,27540,1823
868,Go Tan GoTan Kokosmelk  500.00 ml,32926,2918
869,Gilde Hamburgerrygg Løvtynn  110.00 g,22741,1281
870,Tine Norvegia Fyldig Skivet  250.00 g,8242,545
871,Tine Piano Vaniljekrem  0.50 l,8122,530
872,Toro Indisk Tandoori Chicken Kit 290.00 g,745,112
873, Potetmos Norge 500.00 g,17209,1032
874,Den Lille Nøttefabrikken Nøtti Frutti Uten Salt 350.00 g,6037,401
